freq,gls,usurper,pdc_unbiased,shape_periodogram,shift_periodogram
1.1176108987756739,0.026843252489366885,-0.002850243905122752,0.006798266048746282,-0.01902398413024265,0.010761028604130718
1.1176579808008043,0.01806553545953885,-0.006908836286928782,0.004635410873259526,-0.020900894085464323,0.009056514765413998
1.1177050628259346,0.011903459867827247,-0.009593291416597226,0.0025696919562605987,-0.01972262672289628,0.006784053139141357
1.117752144851065,0.00879651206019766,-0.01003323979702463,0.0016998168687144277,-0.014936120055410847,0.004896844463672808
1.1177992268761954,0.009003376371485681,-0.008753090541396003,0.0026632013387785265,-0.011202123406574931,0.005027877861284858
1.1178463089013257,0.01244079029370057,-0.005326348311927692,0.007059348089421788,-0.0068790764506301855,0.008382475913940273
1.1178933909264561,0.018591678203980756,-0.0011887618438825064,0.014054359493993498,-0.002577615458600953,0.014278909243872012
1.1179404729515865,0.02653470916368258,-0.0012382874589761807,0.017765871979268065,-0.0007069901930786841,0.01749693136463652
1.1179875549767169,0.035083577307595655,-0.0021779281563389695,0.018846466871132152,-2.611019878228688e-05,0.018404373000754898
1.1180346370018472,0.04299736726098231,-0.0034343195005977637,0.017309767746462514,0.0005880128804554878,0.01677112836492128
1.1180817190269776,0.04922154355969064,-0.004533660682262479,0.01734855141853669,-4.593046606770429e-05,0.016946317100302657
1.118128801052108,0.05310645672501285,-0.004187010735645104,0.020121760859445052,-0.0010065617091673496,0.019861759169997387
1.1181758830772384,0.054527142501596404,-0.005155678522993996,0.022437844031701983,-0.004674919432231114,0.022917476774965785
1.1182229651023687,0.05383831195310421,-0.005240373908254981,0.024622309155942115,-0.00702859062009987,0.025559932405047583
1.1182700471274991,0.05167011447947437,-0.005716776901806961,0.02474068494597379,-0.009222365822068703,0.02615092030278816
1.1183171291526295,0.04866108196251275,-0.0079289484104525,0.019004090064657846,-0.012347020208607118,0.021228454877268762
1.1183642111777599,0.045257111484886946,-0.008983725597733134,0.013146142728640663,-0.013384335153633017,0.015734918081812526
1.1184112932028902,0.04165621747645721,-0.011218086828869886,0.008526446288949413,-0.01564054679685741,0.01171433718145768
1.1184583752280206,0.03789447542733483,-0.011695728683316033,0.0038648607077347795,-0.017187965477664068,0.007498886131005826
1.118505457253151,0.03400108928823136,-0.011107035338453152,-1.6890280029733955e-05,-0.017285962297783633,0.00373023241542588
1.1185525392782814,0.03012275600682046,-0.008923480542737252,-0.0021878510131164586,-0.017533746469792912,0.0016642829697298116
1.1185996213034117,0.026540191261987915,-0.00396123597900004,-0.002281222369228826,-0.017662202383966194,0.001600962911188576
1.118646703328542,0.023569483979954575,0.0006260150592238428,-0.001347528407983387,-0.01649369495920762,0.002259287975133613
1.1186937853536725,0.021415384579965814,0.003961797261449075,-0.0025907196515986726,-0.012636643900279248,0.0002094553557646679
1.1187408673788029,0.020066058273021888,0.004967455795881233,-0.0028807102170675405,-0.009523131630608946,-0.0007484530372847158
1.1187879494039332,0.019281868174141722,0.006055818737587395,-0.0025651537466158322,-0.0074175433413469286,-0.0008967033824088134
1.1188350314290636,0.01867717828193386,0.005419037670360093,-0.00045727959148326997,-0.008196261514019743,0.001329913993337278
1.118882113454194,0.017857367574247367,0.003332116282982842,0.00032747089444492514,-0.008697896944563318,0.0022047625346819266
1.1189291954793243,0.016554831667607454,0.00016110698479888193,-0.0011196581097159097,-0.009018958897577476,0.0008615619177290473
1.1189762775044547,0.01470698504503933,-0.002124388025091359,-0.003013746625466944,-0.007832665645575797,-0.0012446883520847022
1.119023359529585,0.012445722199340509,-0.005272352068106647,-0.004026415846243574,-0.009243280653361864,-0.0019276441035143519
1.1190704415547155,0.010015037167726676,-0.0082063553062464,-0.0046095358415820945,-0.010051159270290471,-0.0023218716019407755
1.1191175235798458,0.0076684207879019525,-0.011457609119946683,-0.0023517023703412804,-0.012100460594489089,0.00032660058681589397
1.1191646056049762,0.005595287311319055,-0.01416825942653717,-0.0008856213553152163,-0.013316867459630346,0.002021614148135223
1.1192116876301066,0.00389688648127873,-0.014535755382153482,-0.0004754021417952386,-0.012165065739063811,0.0021724480414894577
1.119258769655237,0.0026038210808148336,-0.013443105780498144,-0.001033226309537597,-0.009476239122335486,0.001045052506524695
1.1193058516803673,0.0017130013783468337,-0.012718350161576965,-0.0027567239381477223,-0.008170656691072533,-0.0009205150688324326
1.1193529337054977,0.0012208177196684682,-0.01322858968918933,-0.006303787966975065,-0.008516779295642365,-0.004308466741944248
1.119400015730628,0.0011377902882545683,-0.012234484592209226,-0.007542008407212596,-0.0074535948205581475,-0.005747707229545395
1.1194470977557585,0.0014829097266059136,-0.009702248154798681,-0.00738577093293637,-0.006108902363170865,-0.005886533153363099
1.1194941797808888,0.0022657326008832077,-0.006327358769548036,-0.006674518721803822,-0.0038191823870090125,-0.005688299518231728
1.1195412618060192,0.0034673981593593577,-0.0047924294912709345,-0.0070207890096345375,-0.003202903098242311,-0.006159888635110537
1.1195883438311496,0.005031541929888029,-0.004107876716997155,-0.008021746089278158,-0.0034643984909870753,-0.0070804194829908055
1.11963542585628,0.006874938460943719,-0.0027035570208169954,-0.007922179062411203,-0.0032086828269837953,-0.0070386247020218
1.1196825078814103,0.008920684984236074,-0.0012394725441794681,-0.006706381170145246,-0.003264995901431109,-0.005839491450314218
1.1197295899065407,0.011140816904584617,0.0022215532782537024,-0.004099346839312903,-0.00046424011302870785,-0.003901317098401051
1.119776671931671,0.013581918556002099,0.002017505138046598,-0.002870537577466433,-0.0012355313457353362,-0.0025345593923602363
1.1198237539568014,0.01635201651992143,0.0038729971650088807,-0.0017314900896388428,-0.0012815500969374546,-0.0014126062055376226
1.1198708359819318,0.019565845122952185,0.003639947960134353,-0.003058312390668479,-0.003166379145400881,-0.002299434972451979
1.1199179180070622,0.02326232050239945,0.0033567589512923665,-0.003414398365888553,-0.0056907837348009315,-0.002100002163639253
1.1199650000321926,0.027321117218525263,0.00426346070968564,-0.0015891075667040567,-0.0077067142270559295,0.00011884902455579552
1.120012082057323,0.03142108896962582,0.005836677301981087,0.0015889229947849846,-0.00747512896873095,0.003171235071924471
1.1200591640824533,0.035085362038105,0.007362735416899949,0.004689672023192682,-0.006017462117587502,0.005882368955987553
1.1201062461075837,0.037814440021013224,0.010070298302342915,0.007592075357580784,-0.0021386865514029696,0.00787512354903201
