star,gls,shape,shift
delCep,5.36622989119782,5.36622989119782,5.366755940594076
alfUMi,3.9722987728217634,60.184349915294,3.9713333338199845
RRLyr,0.5667649929066454,0.5667649929066454,nan
SZCas,13.639505921450112,12.243190399999966,11.10963139956933
SZTau,3.148739032447403,3.1485646933170974,3.1485646933170974
TUCas,2.199876003871216,2.1394753679522545,1.548561812967336
V1154Cyg,4.924942239999992,4.925584009903562,4.924300637311092
zetGem,10.147952701475045,10.15032927119436,10.152706954321838
