unique_id   star_name      bjd   exp_time bary_corr RV_drift telluric_offset terruric_offset_err width_telfit rv rv_err n_lines depth_ccf depth_ccf_err sigma_ccf sigma_ccf_err snr  O_C wv_cal_file mask_file FF_file FF_file2 FF_file3  
01066255   alfUMi      2460026.5589910   30 -12.113 0.000 0.038 0.001 2.218 -14.046 0.072 1002 0.230 0.003 6.708 0.12 235.37  0.01    /projects/astro/mercator21/STARS/alfUMi/20230322/reduced/01066248_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230322/reduced/01066192_HRF_FF_ext.fits
01066366   alfUMi      2460027.5437130   30 -12.099 0.000 0.023 0.001 2.203 -13.362 0.074 1001 0.223 0.003 6.906 0.12 236.72  0.01    /projects/astro/mercator21/STARS/alfUMi/20230323/reduced/01066363_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230323/reduced/01066310_HRF_FF_ext.fits
01066450   alfUMi      2460028.6066408   60 -12.078 0.000 0.030 0.001 2.218 -16.352 0.052 1001 0.216 0.002 6.772 0.08 314.75  0.01    /projects/astro/mercator21/STARS/alfUMi/20230324/reduced/01066452_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230324/reduced/01066425_HRF_FF_ext.fits
01066563   alfUMi      2460029.6253640   60 -12.055 0.000 0.041 0.001 2.214 -16.482 0.052 1001 0.224 0.002 6.714 0.08 325.08  0.01    /projects/astro/mercator21/STARS/alfUMi/20230325/reduced/01066560_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230325/reduced/01066509_HRF_FF_ext.fits
01066656   alfUMi      2460030.5323589   60 -12.034 0.000 0.022 0.001 2.217 -14.049 0.074 1002 0.232 0.003 6.763 0.12 306.75  0.01    /projects/astro/mercator21/STARS/alfUMi/20230326/reduced/01066657_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230326/reduced/01066614_HRF_FF_ext.fits
01066655   alfUMi      2460030.5296880   30 -12.034 0.000 0.023 0.001 2.222 -14.052 0.074 1002 0.232 0.003 6.762 0.12 212.91  0.01    /projects/astro/mercator21/STARS/alfUMi/20230326/reduced/01066657_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230326/reduced/01066614_HRF_FF_ext.fits
01066771   alfUMi      2460031.5232288   30 -12.005 0.000 0.026 0.001 2.219 -13.394 0.076 1001 0.225 0.003 6.827 0.12 216.23  0.01    /projects/astro/mercator21/STARS/alfUMi/20230327/reduced/01066772_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230327/reduced/01066717_HRF_FF_ext.fits
01066880   alfUMi      2460032.5602982   30 -11.970 0.000 0.042 0.001 2.162 -16.375 0.044 1001 0.216 0.002 6.821 0.07 257.15  0.00    /projects/astro/mercator21/STARS/alfUMi/20230328/reduced/01066874_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230328/reduced/01066830_HRF_FF_ext.fits
01067095   alfUMi      2460034.4802640   30 -11.899 0.000 0.007 0.001 2.215 -14.142 0.069 1002 0.233 0.003 6.671 0.11 123.64  0.01    /projects/astro/mercator21/STARS/alfUMi/20230330/reduced/01067097_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230330/reduced/01067043_HRF_FF_ext.fits
01067343   alfUMi      2460036.6384945   30 -11.798 0.000 0.065 0.001 2.105 -16.598 0.043 1001 0.217 0.002 6.704 0.07 244.11  0.00    /projects/astro/mercator21/STARS/alfUMi/20230401/reduced/01067334_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230401/reduced/01067276_HRF_FF_ext.fits
01067440   alfUMi      2460037.5034146   46 -11.758 0.000 -0.022 0.001 2.138 -16.754 0.045 1002 0.224 0.002 6.587 0.07 315.55  0.00    /projects/astro/mercator21/STARS/alfUMi/20230402/reduced/01067444_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230402/reduced/01067397_HRF_FF_ext.fits
01067547   alfUMi      2460038.5516953   90 -11.702 0.000 -0.002 0.001 2.162 -13.896 0.069 1002 0.233 0.003 6.590 0.11 318.74  0.01    /projects/astro/mercator21/STARS/alfUMi/20230403/reduced/01067548_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230403/reduced/01067501_HRF_FF_ext.fits
01067729   alfUMi      2460040.5348988   45 -11.588 0.000 -0.058 0.003 2.069 -16.510 0.051 1001 0.217 0.002 6.638 0.08 325.85  0.01    /projects/astro/mercator21/STARS/alfUMi/20230405/reduced/01067731_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230405/reduced/01067680_HRF_FF_ext.fits
01067859   alfUMi      2460041.7036412   55 -11.510 0.000 0.099 0.002 2.062 -16.103 0.055 1002 0.226 0.002 6.500 0.09 309.64  0.01    /projects/astro/mercator21/STARS/alfUMi/20230406/reduced/01067846_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230406/reduced/01067794_HRF_FF_ext.fits
01067976   alfUMi      2460042.6370729   30 -11.451 0.000 0.051 0.001 2.140 -13.554 0.079 1002 0.232 0.003 6.495 0.12 201.47  0.01    /projects/astro/mercator21/STARS/alfUMi/20230407/reduced/01067959_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230407/reduced/01067907_HRF_FF_ext.fits
01067975   alfUMi      2460042.6351139   30 -11.451 0.000 0.047 0.001 2.133 -13.562 0.079 1002 0.232 0.003 6.495 0.12 208.24  0.01    /projects/astro/mercator21/STARS/alfUMi/20230407/reduced/01067959_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230407/reduced/01067907_HRF_FF_ext.fits
01068069   alfUMi      2460043.6263655  120 -11.383 0.000 0.022 0.001 2.131 -13.694 0.081 1002 0.225 0.003 6.584 0.13 353.09  0.01    /projects/astro/mercator21/STARS/alfUMi/20230408/reduced/01068056_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230408/reduced/01068025_HRF_FF_ext.fits
01068167   alfUMi      2460044.5139786  500 -11.322 0.000 -0.010 0.001 2.105 -16.395 0.066 1001 0.217 0.002 6.573 0.10 422.45  0.01    /projects/astro/mercator21/STARS/alfUMi/20230409/reduced/01068169_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230409/reduced/01068122_HRF_FF_ext.fits
01068364   alfUMi      2460046.4175324   30 -11.179 0.000 0.080 0.001 2.156 -13.918 0.089 1002 0.230 0.003 6.580 0.14 183.92  0.01    /projects/astro/mercator21/STARS/alfUMi/20230411/reduced/01068366_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230411/reduced/01068323_HRF_FF_ext.fits
01068453   alfUMi      2460047.4640610   30 -11.094 0.000 0.007 0.001 2.183 -13.356 0.095 1001 0.224 0.003 6.610 0.15 230.10  0.01    /projects/astro/mercator21/STARS/alfUMi/20230412/reduced/01068454_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230412/reduced/01068413_HRF_FF_ext.fits
01068552   alfUMi      2460048.4724225   30 -11.010 0.000 -0.012 0.001 2.099 -16.294 0.078 1001 0.216 0.003 6.771 0.12 269.22  0.01    /projects/astro/mercator21/STARS/alfUMi/20230413/reduced/01068553_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230413/reduced/01068510_HRF_FF_ext.fits
01068629   alfUMi      2460049.4748641  100 -10.922 0.000 -0.003 0.002 2.108 -16.472 0.081 1001 0.221 0.003 6.742 0.13 337.07  0.01    /projects/astro/mercator21/STARS/alfUMi/20230414/reduced/01068634_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230414/reduced/01068607_HRF_FF_ext.fits
01068735   alfUMi      2460050.5639382   30 -10.821 0.000 -0.103 0.002 2.062 -13.698 0.103 1001 0.226 0.004 6.963 0.17 248.04  0.01    /projects/astro/mercator21/STARS/alfUMi/20230415/reduced/01068738_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230415/reduced/01068691_HRF_FF_ext.fits
01068830   alfUMi      2460051.5748445   30 -10.725 0.000 1.109 0.004 2.311 -13.198 0.093 1001 0.215 0.003 7.032 0.15 234.98  0.01    /projects/astro/mercator21/STARS/alfUMi/20230416/reduced/01068827_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230416/reduced/01068786_HRF_FF_ext.fits
01069448   alfUMi      2460059.5866282   30 -9.851 0.000 0.027 0.001 2.118 -14.055 0.069  999 0.214 0.002 6.966 0.11 251.16  0.01    /projects/astro/mercator21/STARS/alfUMi/20230424/reduced/01069437_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230424/reduced/01069406_HRF_FF_ext.fits
01069466   alfUMi      2460060.6601168   30 -9.717 0.000 0.094 0.001 2.121 -16.806 0.056  998 0.208 0.002 7.147 0.09 225.44  0.01    /projects/astro/mercator21/STARS/alfUMi/20230425/reduced/01069449_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230425/reduced/01069418_HRF_FF_ext.fits
01069566   alfUMi      2460061.4921604   30 -9.618 0.000 -0.057 0.001 2.173 -16.411 0.061 1001 0.218 0.002 6.924 0.10 257.53  0.01    /projects/astro/mercator21/STARS/alfUMi/20230426/reduced/01069556_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230426/reduced/01069525_HRF_FF_ext.fits
01069665   alfUMi      2460062.5740473   30 -9.477 0.000 -0.025 0.001 2.227 -13.549 0.079 1001 0.226 0.003 6.878 0.12 259.94  0.01    /projects/astro/mercator21/STARS/alfUMi/20230427/reduced/01069649_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230427/reduced/01069618_HRF_FF_ext.fits
01069763   alfUMi      2460063.4875065   30 -9.361 0.000 0.037 0.001 2.231 -13.738 0.078 1001 0.216 0.003 6.805 0.12 246.02  0.01    /projects/astro/mercator21/STARS/alfUMi/20230428/reduced/01069760_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230428/reduced/01069719_HRF_FF_ext.fits
01069944   alfUMi      2460065.4413197   30 -9.101 0.000 -0.035 0.001 2.165 -16.460 0.065  998 0.216 0.002 6.951 0.10 272.80  0.01    /projects/astro/mercator21/STARS/alfUMi/20230430/reduced/01069936_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230430/reduced/01069905_HRF_FF_ext.fits
01070053   alfUMi      2460066.6362761   30 -8.931 0.000 0.154 0.001 2.206 -13.162 0.087 1001 0.224 0.003 6.790 0.14 249.40  0.01    /projects/astro/mercator21/STARS/alfUMi/20230501/reduced/01070032_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230501/reduced/01070001_HRF_FF_ext.fits
01070342   alfUMi      2460069.4247113   60 -8.542 0.000 -0.039 0.001 2.087 -16.347 0.076  999 0.216 0.003 6.843 0.12 367.90  0.01    /projects/astro/mercator21/STARS/alfUMi/20230504/reduced/01070344_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230504/reduced/01070303_HRF_FF_ext.fits
01071918   alfUMi      2460091.4462742   29 -4.857 0.000 0.034 0.001 2.198 -14.178 0.067  998 0.217 0.002 7.016 0.11 270.65  0.01    /projects/astro/mercator21/STARS/alfUMi/20230526/reduced/01071922_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230526/reduced/01071876_HRF_FF_ext.fits
01072355   alfUMi      2460095.4122846   30 -4.111 0.000 -0.041 0.001 2.115 -14.201 0.062  998 0.218 0.002 6.936 0.10 348.07  0.01    /projects/astro/mercator21/STARS/alfUMi/20230530/reduced/01072348_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230530/reduced/01072317_HRF_FF_ext.fits
01072458   alfUMi      2460096.6988956   30 -3.859 0.000 -0.008 0.001 2.069 -17.201 0.046  998 0.215 0.002 6.791 0.07 310.61  0.00    /projects/astro/mercator21/STARS/alfUMi/20230531/reduced/01072450_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230531/reduced/01072419_HRF_FF_ext.fits
01072570   alfUMi      2460097.7252797   30 -3.663 0.000 0.077 0.001 2.151 -15.051 0.057  998 0.226 0.002 6.777 0.09 378.35  0.01    /projects/astro/mercator21/STARS/alfUMi/20230601/reduced/01072557_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230601/reduced/01072503_HRF_FF_ext.fits
01072661   alfUMi      2460098.5100299   30 -3.516 0.000 0.007 0.001 2.237 -13.132 0.073  998 0.227 0.003 6.855 0.12 388.57  0.01    /projects/astro/mercator21/STARS/alfUMi/20230602/reduced/01072650_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230602/reduced/01072612_HRF_FF_ext.fits
01072819   alfUMi      2460100.5567590  120 -3.120 0.000 0.103 0.001 2.268 -16.971 0.055  996 0.214 0.002 6.813 0.08 178.11  0.01    /projects/astro/mercator21/STARS/alfUMi/20230604/reduced/01072808_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230604/reduced/01072788_HRF_FF_ext.fits
01073057   alfUMi      2460103.7148799   30 -2.502 0.000 -0.052 0.001 2.056 -15.374 0.062  998 0.215 0.002 6.785 0.10 376.83  0.01    /projects/astro/mercator21/STARS/alfUMi/20230607/reduced/01073031_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230607/reduced/01073011_HRF_FF_ext.fits
01073158   alfUMi      2460104.6110103   50 -2.327 0.000 0.007 0.001 2.127 -17.028 0.057  998 0.215 0.002 6.617 0.09 215.45  0.01    /projects/astro/mercator21/STARS/alfUMi/20230608/reduced/01073151_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230608/reduced/01073103_HRF_FF_ext.fits
01073260   alfUMi      2460105.6024552   30 -2.131 0.000 0.073 0.001 2.166 -15.108 0.071 1002 0.227 0.003 6.477 0.11 361.27  0.01    /projects/astro/mercator21/STARS/alfUMi/20230609/reduced/01073253_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230609/reduced/01073211_HRF_FF_ext.fits
01073354   alfUMi      2460106.5226079   30 -1.951 0.000 0.039 0.001 2.187 -12.945 0.087 1001 0.226 0.003 6.519 0.13 290.01  0.01    /projects/astro/mercator21/STARS/alfUMi/20230610/reduced/01073351_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230610/reduced/01073312_HRF_FF_ext.fits
01073450   alfUMi      2460107.6887702   30 -1.716 0.000 0.104 0.001 2.210 -15.114 0.075  996 0.211 0.002 6.865 0.11 307.29  0.01    /projects/astro/mercator21/STARS/alfUMi/20230611/reduced/01073437_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230611/reduced/01073417_HRF_FF_ext.fits
01073531   alfUMi      2460108.4178189   30 -1.576 0.000 -0.039 0.001 2.152 -16.963 0.061  996 0.212 0.002 6.727 0.09 376.61  0.01    /projects/astro/mercator21/STARS/alfUMi/20230612/reduced/01073538_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230612/reduced/01073496_HRF_FF_ext.fits
01073629   alfUMi      2460109.4794332   30 -1.361 0.000 -0.036 0.001 2.154 -15.378 0.080  999 0.223 0.003 6.522 0.12 372.05  0.01    /projects/astro/mercator21/STARS/alfUMi/20230613/reduced/01073631_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230613/reduced/01073593_HRF_FF_ext.fits
01073723   alfUMi      2460110.4503446   30 -1.167 0.000 -0.045 0.001 2.159 -12.950 0.100  998 0.224 0.004 6.506 0.15 346.37  0.01    /projects/astro/mercator21/STARS/alfUMi/20230614/reduced/01073729_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230614/reduced/01073685_HRF_FF_ext.fits
01073823   alfUMi      2460111.4953837   30 -0.955 0.000 -0.014 0.001 2.128 -14.600 0.088  996 0.212 0.003 6.828 0.13 355.50  0.01    /projects/astro/mercator21/STARS/alfUMi/20230615/reduced/01073828_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230615/reduced/01073787_HRF_FF_ext.fits
01073922   alfUMi      2460112.4816331   30 -0.756 0.000 -0.042 0.001 2.153 -16.977 0.071  996 0.210 0.002 6.904 0.11 391.94  0.01    /projects/astro/mercator21/STARS/alfUMi/20230616/reduced/01073928_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230616/reduced/01073886_HRF_FF_ext.fits
01074022   alfUMi      2460113.4833825   30 -0.554 0.000 -0.039 0.001 2.178 -15.269 0.081  996 0.220 0.003 6.757 0.13 359.23  0.01    /projects/astro/mercator21/STARS/alfUMi/20230617/reduced/01074029_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230617/reduced/01073986_HRF_FF_ext.fits
01074118   alfUMi      2460114.3821055   30 -0.375 0.000 -0.008 0.001 2.202 -12.936 0.100  996 0.219 0.003 6.841 0.15 342.33  0.01    /projects/astro/mercator21/STARS/alfUMi/20230618/reduced/01074121_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230618/reduced/01074085_HRF_FF_ext.fits
01074217   alfUMi      2460115.4825086   30 -0.149 0.000 -0.036 0.001 2.235 -14.710 0.088  994 0.206 0.003 7.100 0.13 357.07  0.01    /projects/astro/mercator21/STARS/alfUMi/20230619/reduced/01074224_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230619/reduced/01074181_HRF_FF_ext.fits
01074309   alfUMi      2460116.4941618   30 0.056 0.000 -0.007 0.001 2.209 -16.969 0.066  994 0.207 0.002 6.998 0.10 372.42  0.01    /projects/astro/mercator21/STARS/alfUMi/20230620/reduced/01074315_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230620/reduced/01074274_HRF_FF_ext.fits
01076685   alfUMi      2460137.5440456   30 4.185 0.000 0.083 0.001 2.220 -14.802 0.058  997 0.222 0.002 6.553 0.09 262.60  0.01    /projects/astro/mercator21/STARS/alfUMi/20230711/reduced/01076678_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230711/reduced/01076633_HRF_FF_ext.fits
01076795   alfUMi      2460138.5748860   30 4.380 0.000 0.102 0.001 2.231 -13.141 0.064  996 0.218 0.002 6.610 0.10 207.78  0.01    /projects/astro/mercator21/STARS/alfUMi/20230712/reduced/01076786_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230712/reduced/01076742_HRF_FF_ext.fits
01077104   alfUMi      2460143.5887176   30 5.306 0.000 0.027 0.001 2.099 -15.891 0.056  997 0.214 0.002 6.631 0.09 353.82  0.01    /projects/astro/mercator21/STARS/alfUMi/20230717/reduced/01077096_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230717/reduced/01077053_HRF_FF_ext.fits
01077210   alfUMi      2460144.6203852   30 5.492 0.000 0.126 0.001 2.203 -16.908 0.048  998 0.219 0.002 6.556 0.07 286.73  0.00    /projects/astro/mercator21/STARS/alfUMi/20230718/reduced/01077199_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230718/reduced/01077159_HRF_FF_ext.fits
01077310   alfUMi      2460145.5309893   30 5.655 0.000 0.049 0.001 2.260 -14.716 0.055  998 0.228 0.002 6.420 0.08 349.10  0.01    /projects/astro/mercator21/STARS/alfUMi/20230719/reduced/01077302_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230719/reduced/01077261_HRF_FF_ext.fits
01077422   alfUMi      2460146.7043488   30 5.861 0.000 0.171 0.001 2.285 -13.256 0.061  997 0.220 0.002 6.551 0.09 329.45  0.01    /projects/astro/mercator21/STARS/alfUMi/20230720/reduced/01077409_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230720/reduced/01077366_HRF_FF_ext.fits
01077526   alfUMi      2460147.7114415   30 6.037 0.000 0.128 0.001 2.114 -16.203 0.057  997 0.215 0.002 6.738 0.09 303.11  0.01    /projects/astro/mercator21/STARS/alfUMi/20230721/reduced/01077512_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230721/reduced/01077468_HRF_FF_ext.fits
01077629   alfUMi      2460148.6710334   30 6.204 0.000 0.187 0.001 2.123 -16.669 0.054  998 0.222 0.002 6.533 0.08 332.00  0.01    /projects/astro/mercator21/STARS/alfUMi/20230722/reduced/01077614_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230722/reduced/01077571_HRF_FF_ext.fits
01077728   alfUMi      2460149.5113110   30 6.348 0.000 0.015 0.001 2.121 -14.675 0.066  998 0.230 0.003 6.534 0.10 361.62  0.01    /projects/astro/mercator21/STARS/alfUMi/20230723/reduced/01077723_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230723/reduced/01077678_HRF_FF_ext.fits
01077851   alfUMi      2460150.6619234   30 6.543 0.000 0.126 0.001 2.218 -13.315 0.063  997 0.223 0.002 6.554 0.10 277.60  0.01    /projects/astro/mercator21/STARS/alfUMi/20230724/reduced/01077832_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230724/reduced/01077787_HRF_FF_ext.fits
01077944   alfUMi      2460152.5265355   30 6.853 0.000 0.012 0.001 2.151 -17.012 0.053  998 0.221 0.002 6.594 0.08 300.14  0.01    /projects/astro/mercator21/STARS/alfUMi/20230726/reduced/01077940_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230726/reduced/01077897_HRF_FF_ext.fits
01078047   alfUMi      2460153.6795647   30 7.040 0.000 0.089 0.001 2.088 -14.011 0.073  998 0.231 0.003 6.549 0.12 368.69  0.01    /projects/astro/mercator21/STARS/alfUMi/20230727/reduced/01078034_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230727/reduced/01078059_HRF_FF_ext.fits
01078146   alfUMi      2460154.5234185   30 7.176 0.000 0.014 0.001 2.082 -13.192 0.072  997 0.226 0.003 6.612 0.11 347.91  0.01    /projects/astro/mercator21/STARS/alfUMi/20230728/reduced/01078140_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230728/reduced/01078095_HRF_FF_ext.fits
01078257   alfUMi      2460155.6343032   30 7.352 0.000 0.053 0.001 2.079 -16.263 0.050  998 0.219 0.002 6.602 0.08 363.59  0.01    /projects/astro/mercator21/STARS/alfUMi/20230729/reduced/01078246_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230729/reduced/01078202_HRF_FF_ext.fits
01078364   alfUMi      2460156.6367803   30 7.509 0.000 0.138 0.001 2.209 -16.765 0.050  999 0.225 0.002 6.579 0.08 288.85  0.01    /projects/astro/mercator21/STARS/alfUMi/20230730/reduced/01078351_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230730/reduced/01078308_HRF_FF_ext.fits
01078649   alfUMi      2460159.4031224   30 7.930 0.000 0.018 0.001 2.220 -15.649 0.055  998 0.219 0.002 6.563 0.08 298.44  0.01    /projects/astro/mercator21/STARS/alfUMi/20230802/reduced/01078655_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230802/reduced/01078610_HRF_FF_ext.fits
01078784   alfUMi      2460160.7270874   30 8.127 0.000 0.177 0.001 2.188 -16.431 0.058  999 0.226 0.002 6.448 0.09 234.30  0.01    /projects/astro/mercator21/STARS/alfUMi/20230803/reduced/01078765_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230803/reduced/01078722_HRF_FF_ext.fits
01078885   alfUMi      2460161.6473914   30 8.263 0.000 0.152 0.001 2.138 -13.842 0.080  998 0.231 0.003 6.474 0.13 310.35  0.01    /projects/astro/mercator21/STARS/alfUMi/20230804/reduced/01078870_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230804/reduced/01078828_HRF_FF_ext.fits
01078991   alfUMi      2460162.7025495   30 8.415 0.000 0.124 0.001 2.112 -13.403 0.077  998 0.224 0.003 6.596 0.12 388.26  0.01    /projects/astro/mercator21/STARS/alfUMi/20230805/reduced/01078974_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230805/reduced/01078933_HRF_FF_ext.fits
01079072   alfUMi      2460163.3945372   30 8.514 0.000 -0.006 0.001 2.108 -15.649 0.066  997 0.217 0.002 6.656 0.10 389.64  0.01    /projects/astro/mercator21/STARS/alfUMi/20230806/reduced/01079066_HRF_TH_ext_wavelengthScale.fits HermesG2Mask.fits FF = /projects/astro/mercator21/STARS/alfUMi/20230806/reduced/01079035_HRF_FF_ext.fits
