wave,flux
4860.928415603125,140.69320291670226
4860.946410856057,134.28032174322675
4860.964406108988,128.64708039115504
4860.98240136192,123.78297744763502
4861.0003966148515,119.58574296667622
4861.018391867783,115.92736415702448
4861.036387120715,112.67090936869826
4861.054382373646,109.64950070367699
4861.072377626578,106.66696774026306
4861.090372879509,103.5552881257153
4861.108368132441,100.251961749125
4861.126363385372,96.82847252705143
4861.144358638304,93.44506707613388
4861.162353891235,90.27111999763395
4861.180349144167,87.42682066125073
4861.1983443970985,84.96896994662974
4861.21633965003,82.90690382813881
4861.234334902962,81.22463404830776
4861.252330155893,79.89617106236346
4861.270325408825,78.89348090439395
4861.288320661756,78.19114280653582
4861.306315914688,77.77012865817815
4861.324311167619,77.62023671683889
4861.342306420551,77.73997440422937
4861.360301673482,78.13423342158495
4861.378296926414,78.81168555113612
4861.396292179345,79.78362464978443
4861.414287432277,81.06445355964192
4861.4322826852085,82.67282818863671
4861.45027793814,84.6324150189179
4861.468273191072,86.97181109690428
4861.486268444003,89.72362312951773
4861.504263696935,92.92259475605688
4861.522258949866,96.60215494508586
4861.540254202798,100.78842469877384
4861.558249455729,105.4910941800782
4861.576244708661,110.6918477724659
4861.594239961592,116.33305820540222
4861.612235214524,122.31081883701111
4861.6302304674555,128.47330768571737
4861.648225720387,134.6169796543292
4861.666220973319,140.46961558335272
4861.68421622625,145.66711493765735
4861.702211479182,149.7646737795913
4861.720206732113,152.33167444625332
4861.738201985045,153.12785846418652
4861.756197237976,152.27537487103655
4861.774192490908,150.30848505606173
4861.792187743839,148.04718050941642
4861.810182996771,146.35815657453958
4861.828178249702,145.93733889786313
4861.846173502634,147.21035932489423
4861.8641687555655,150.3379703255291
4861.882164008497,155.23846042963572
4861.900159261429,161.56962710782614
4861.91815451436,168.7100536709425
4861.936149767292,175.83250088863196
4861.954145020223,182.1035471438408
4861.972140273155,186.92377313594352
4861.990135526086,190.06185249143255
4862.008130779018,191.60100086086788
4862.026126031949,191.75631603361757
4862.044121284881,190.71610473372073
4862.0621165378125,188.626200692686
4862.080111790744,185.7027971483641
4862.098107043676,182.3459648299003
4862.116102296607,179.13322415398
4862.134097549539,176.68602995135842
4862.15209280247,175.5089066501393
4862.170088055402,175.904194891308
4862.188083308333,177.978661971741
4862.206078561265,181.67931789012295
4862.224073814196,186.79620763160165
4862.242069067128,192.9339000248874
4862.260064320059,199.51294966027027
4862.278059572991,205.8611709198721
4862.2960548259225,211.38651447268444
4862.314050078854,215.74351998532674
4862.332045331786,218.88970629941787
4862.350040584717,220.9982440347483
4862.368035837649,222.2869924280946
4862.38603109058,222.86172593929206
4862.404026343512,222.6375533213448
4862.422021596443,221.3463321055067
4862.440016849375,218.6093436509766
4862.458012102306,214.0602853107901
4862.476007355238,207.51216788013667
4862.4940026081695,199.13913664556657
4862.511997861101,189.59786362256443
4862.529993114033,179.9972468540604
4862.547988366964,171.6844886736082
4862.565983619896,165.9233504922284
4862.583978872827,163.60800877480864
4862.601974125759,165.1195945065749
4862.61996937869,170.326904671637
4862.637964631622,178.65775229965402
4862.655959884553,189.1810149388694
4862.673955137485,200.70700980128396
4862.691950390416,211.95466357526152
4862.709945643348,221.79847451595845
4862.7279408962795,229.5223992132415
4862.745936149211,234.95453451462853
4862.763931402143,238.4013928160232
4862.781926655074,240.42146314362782
4862.799921908006,241.5731744648527
4862.817917160937,242.26062961208143
4862.835912413869,242.70733196221445
4862.8539076668,243.00881699047383
4862.871902919732,243.20178633357057
4862.889898172663,243.31434011457856
4862.907893425595,243.38723395709042
4862.9258886785265,243.4692925260238
4862.943883931458,243.59850525273578
4862.9618791843895,243.78382420716054
4862.979874437321,243.99661383776112
4862.997869690253,244.16973183124122
4863.015864943184,244.19896755227703
4863.033860196116,243.9515269787796
4863.051855449047,243.2970619726166
4863.069850701979,242.1671334812831
4863.08784595491,240.61697658648626
4863.105841207842,238.84156330117258
4863.123836460773,237.12079530498107
4863.141831713705,235.7228741718763
4863.1598269666365,234.82676358088207
4863.177822219568,234.50379065045692
4863.1958174725,234.74954171112967
4863.213812725431,235.52412211722185
4863.231807978363,236.76298202717214
4863.249803231294,238.35554099464633
4863.267798484226,240.12689758083707
4863.285793737157,241.86183146874225
4863.303788990089,243.37085381601165
4863.32178424302,244.5555921825259
4863.339779495952,245.4303262710999
4863.3577747488835,246.09165237197143
4863.375770001815,246.65910954056542
4863.3937652547465,247.21635588639919
4863.411760507678,247.77002062734653
4863.42975576061,248.21873051476916
4863.447751013541,248.3066321045742
4863.465746266473,247.5588277369366
4863.483741519404,245.26026725618098
4863.501736772336,240.57187724202612
4863.519732025267,232.80770125895683
4863.537727278199,221.76883380392348
4863.55572253113,207.96694743460074
4863.573717784062,192.6202334022685
4863.5917130369935,177.40809669253673
4863.609708289925,164.0722743052442
4863.627703542857,154.02819084968365
4863.645698795788,148.14639785894525
4863.66369404872,146.7419101057215
4863.681689301651,149.66133580492777
4863.699684554583,156.33400741125558
4863.717679807514,165.76431165762835
4863.735675060446,176.54942523438632
4863.753670313377,187.01426155489025
4863.771665566309,195.4937411895171
4863.78966081924,200.70852876519928
4863.807656072172,202.0933069549983
4863.8256513251035,199.91276022571213
4863.843646578035,195.1089794720445
4863.861641830967,188.99306583486668
4863.879637083898,182.96060939536414
4863.89763233683,178.32732574123926
4863.915627589761,176.25015041821655
4863.933622842693,177.63300748995061
4863.951618095624,182.95273476307955
4863.969613348556,192.04765358456044
4863.987608601487,204.0061128511975
4864.005603854419,217.28681002414834
4864.0235991073505,230.08244168362685
4864.041594360282,240.78873351041955
4864.059589613214,248.36868406021335
4864.077584866145,252.44656767618187
4864.095580119077,253.10710477986538
4864.113575372008,250.5535023046193
4864.13157062494,244.87257581734767
4864.149565877871,236.05527085690755
4864.167561130803,224.19735234736737
4864.185556383734,209.68210524407448
4864.203551636666,193.23184206776523
4864.221546889597,175.87227094875152
4864.239542142529,158.9011767604316
4864.2575373954605,143.87039990992326
4864.275532648392,132.49139871593104
4864.293527901324,126.37050435973308
4864.311523154255,126.59983764578035
4864.329518407187,133.39069780014677
4864.347513660118,145.9766075720325
4864.36550891305,162.85262790755553
4864.383504165981,182.18880125144403
4864.401499418913,202.1813325641724
4864.419494671844,221.23721289361885
4864.437489924776,238.0604588382017
4864.4554851777075,251.7486747561671
4864.473480430639,261.91170595147685
4864.491475683571,268.71530941474805
4864.509470936502,272.7488818779348
4864.527466189434,274.723428201441
4864.545461442365,275.12464342149025
4864.563456695297,273.9816384899698
4864.581451948228,270.8635721303724
4864.59944720116,265.1291673647887
4864.617442454091,256.344052687375
4864.635437707023,244.67536677797517
4864.653432959954,231.05349557418322
4864.671428212886,217.00912290008245
4864.6894234658175,204.28359289960912
4864.707418718749,194.43086739527115
4864.725413971681,188.5846766067595
4864.743409224612,187.39411640330195
4864.761404477544,190.99432339003346
4864.779399730475,198.91265401157216
4864.797394983407,209.97866055756919
4864.815390236338,222.42135290942198
4864.83338548927,234.2552752953674
4864.851380742201,243.83231774963872
4864.869375995133,250.27404826640236
4864.8873712480645,253.55816306705606
4864.905366500996,254.27321594229147
4864.923361753928,253.267124258229
4864.941357006859,251.41077438257676
4864.959352259791,249.5151109592543
4864.977347512722,248.29325271822302
4864.995342765654,248.280186168125
