wave,flux
4855.007977388648,276.2824076713109
4855.02597264158,283.3144651336254
4855.043967894511,286.59565930493557
4855.061963147443,287.30522267725195
4855.079958400374,286.6563160362625
4855.097953653306,285.5771261348897
4855.1159489062375,284.61551538449726
4855.133944159169,284.0157455570901
4855.151939412101,283.8355720865905
4855.169934665032,283.9937135733252
4855.187929917964,284.20954016849555
4855.205925170895,283.88036692020546
4855.223920423827,282.0168355174296
4855.241915676758,277.3714888171679
4855.25991092969,268.7910156426706
4855.277906182621,255.6477011887058
4855.295901435553,238.1293779015169
4855.313896688484,217.2797874453082
4855.331891941416,194.84737559435257
4855.3498871943475,173.03213438995058
4855.367882447279,154.13752041911528
4855.385877700211,140.1205371465477
4855.403872953142,132.15052279683147
4855.421868206074,130.37847848169588
4855.439863459005,134.03001790865005
4855.457858711937,141.72765693834918
4855.475853964868,151.81498676078093
4855.4938492178,162.5176667692181
4855.511844470731,171.99393233723978
4855.529839723663,178.50150112837997
4855.5478349765945,180.8189621866438
4855.565830229526,178.74526427662786
4855.5838254824575,173.29870342843043
4855.601820735389,166.40175313473492
4855.619815988321,160.2196119195292
4855.637811241252,156.54947089158563
4855.655806494184,156.55321150893428
4855.673801747115,160.81683222018503
4855.691797000047,169.4714324460661
4855.709792252978,182.12577015098245
4855.72778750591,197.62952020578717
4855.745782758841,213.9543844057087
4855.763778011773,228.47103939363694
4855.7817732647045,238.61773696964394
4855.799768517636,242.6626712159964
4855.817763770568,240.17621034244343
4855.835759023499,231.98018893831141
4855.853754276431,219.64304866633637
4855.871749529362,204.86962535118616
4855.889744782294,189.16573628133028
4855.907740035225,173.87903997306898
4855.925735288157,160.38037166411772
4855.943730541088,150.06902453880275
4855.96172579402,144.09944511409438
4855.979721046951,143.0053585462896
4855.997716299883,146.49563972796108
4856.0157115528145,153.55295700783205
4856.033706805746,162.7381531915854
4856.051702058678,172.5093748878815
4856.069697311609,181.45784418530928
4856.087692564541,188.49350685410928
4856.105687817472,193.03008332365846
4856.123683070404,195.13245044788698
4856.141678323335,195.531550747472
4856.159673576267,195.4569888910833
4856.177668829198,196.32812699139805
4856.19566408213,199.3953139757164
4856.2136593350615,205.4194909577818
4856.231654587993,214.45757519013029
4856.249649840925,225.8088190259823
4856.267645093856,238.1606708914194
4856.285640346788,249.9199556539054
4856.303635599719,259.63363161306165
4856.321630852651,266.3519382818731
4856.339626105582,269.8109680433521
4856.357621358514,270.3954868034906
4856.375616611445,268.9323055139119
4856.393611864377,266.4141150037532
4856.411607117308,263.7527582916515
4856.42960237024,261.6264851041759
4856.4475976231715,260.4347589454252
4856.465592876103,260.32255523392894
4856.483588129035,261.2154268094035
4856.501583381966,262.83831145605893
4856.519578634898,264.74452276753925
4856.537573887829,266.3978416551714
4856.555569140761,267.31230256814126
4856.573564393692,267.2028591698345
4856.591559646624,266.08357106626954
4856.609554899555,264.2737922260788
4856.627550152487,262.31167730654886
4856.6455454054185,260.8070232002794
4856.66354065835,260.28199365490684
4856.681535911282,261.043577088004
4856.699531164213,263.11397630791134
4856.717526417145,266.2324468515644
4856.735521670076,269.9333139482158
4856.753516923008,273.6799883146478
4856.771512175939,277.0007873642301
4856.789507428871,279.57201478445666
4856.807502681802,281.23920435437515
4856.825497934734,282.0070328738782
4856.843493187665,282.0189660524599
4856.861488440597,281.5181656584076
4856.8794836935285,280.7814742194756
4856.89747894646,280.0444785441895
4856.915474199392,279.4486191643104
4856.933469452323,279.0279482533406
4856.951464705255,278.73217752945374
4856.969459958186,278.47042365326314
4856.987455211118,278.1575849359207
4857.005450464049,277.7487485418926
4857.023445716981,277.25383880193544
4857.041440969912,276.7324852290344
4857.059436222844,276.275288396728
4857.0774314757755,275.97959377712465
4857.095426728707,275.92458365515813
4857.113421981639,276.1466443027365
4857.13141723457,276.61814743381115
4857.149412487502,277.237893351519
4857.167407740433,277.83607732541975
4857.185402993365,278.17711778943726
4857.203398246296,277.9340464411556
4857.221393499228,276.6409002289407
4857.239388752159,273.69329589329004
4857.257384005091,268.4877609491013
4857.275379258022,260.70377137239853
4857.293374510954,250.5881643465226
4857.3113697638855,239.04311879616066
4857.329365016817,227.4298241825543
4857.347360269749,217.19732418507567
4857.36535552268,209.55402832607842
4857.383350775612,205.32294940511525
4857.401346028543,204.94211801017275
4857.419341281475,208.46677914068079
4857.437336534406,215.49582082137908
4857.455331787338,225.10216712216769
4857.473327040269,235.92419142420562
4857.491322293201,246.4802088493259
4857.5093175461325,255.5821569202517
4857.527312799064,262.6239979667171
4857.545308051996,267.60004689329185
4857.563303304927,270.893206263045
4857.581298557859,273.0008607866506
4857.59929381079,274.3467715697352
4857.617289063722,275.21626155527656
4857.635284316653,275.76831728503635
4857.653279569585,276.0726515995284
4857.671274822516,276.15119025368836
4857.689270075448,276.01908378764546
4857.707265328379,275.71365859149864
4857.725260581311,275.29544321873493
4857.7432558342425,274.8193502544628
4857.761251087174,274.2959923705024
4857.779246340106,273.6720784750844
4857.797241593037,272.84807555713803
4857.815236845969,271.73014356162
4857.8332320989,270.2917667396882
4857.851227351832,268.60838116250363
4857.869222604763,266.8408276826365
4857.887217857695,265.1811105373496
4857.905213110626,263.80364580789194
4857.923208363558,262.8524464396155
4857.9412036164895,262.45196243299785
4857.959198869421,262.7042074862288
4857.977194122353,263.6520456407016
4857.995189375284,265.22659189947854
4858.013184628216,267.21805104111553
4858.031179881147,269.293880858406
4858.049175134079,271.04604157868596
4858.06717038701,272.0207362766018
4858.085165639942,271.7126734725098
4858.103160892873,269.57888541725157
4858.121156145805,265.158976036641
4858.139151398736,258.3096584168004
4858.157146651668,249.4255589747026
4858.1751419045995,239.4702384853598
4858.193137157531,229.75450316907654
4858.211132410463,221.5805049290098
4858.229127663394,215.95156308783004
4858.247122916326,213.45857726137478
4858.265118169257,214.29102053171974
4858.283113422189,218.24536535503375
4858.30110867512,224.68187815807005
4858.319103928052,232.522085723577
4858.337099180983,240.42513879026765
4858.355094433915,247.15896141416368
4858.3730896868465,251.99330219504225
4858.391084939778,254.87720632623694
4858.40908019271,256.3023069016438
4858.427075445641,256.97132577974946
4858.445070698573,257.4920167487966
4858.463065951504,258.23572728862274
4858.481061204436,259.3470183023019
4858.499056457367,260.80916920050436
4858.517051710299,262.4960017703663
4858.53504696323,264.20719331876205
4858.553042216162,265.7163600190435
4858.571037469093,266.83915289897965
4858.589032722025,267.49084464046086
4858.6070279749565,267.69826218360777
4858.625023227888,267.56409456273525
4858.64301848082,267.2125680048622
4858.661013733751,266.7453979392475
4858.679008986683,266.2198042543631
4858.697004239614,265.65018217028046
4858.714999492546,265.03084308093736
4858.732994745477,264.36794196467486
4858.750989998409,263.6995700526802
4858.76898525134,263.0885015946169
4858.786980504272,262.5920783690058
4858.8049757572035,262.2301188187047
4858.822971010135,261.96783535504835
4858.840966263067,261.70989214978374
4858.858961515998,261.2882240724007
4858.87695676893,260.44219922550366
4858.894952021861,258.8207990355215
4858.912947274793,256.03345344754786
4858.930942527724,251.72246991941944
4858.948937780656,245.5945135845073
4858.966933033587,237.40475295522617
4858.984928286519,226.9795914730929
4859.00292353945,214.3562570176387
4859.020918792382,199.99373410877905
4859.0389140453135,184.90507200986394
4859.056909298245,170.57626514346597
4859.074904551177,158.64645979926212
4859.092899804108,150.46388692765308
4859.11089505704,146.7317216514731
4859.128890309971,147.4229580991132
4859.146885562903,151.95808613142339
4859.164880815834,159.46300152775314
4859.182876068766,168.93361774154494
4859.200871321697,179.29477029515238
4859.218866574629,189.4635307616711
4859.2368618275605,198.5049463082763
4859.254857080492,205.85573965261344
4859.2728523334235,211.4896703989636
4859.290847586355,215.883146382462
4859.308842839287,219.746600248625
4859.326838092218,223.65564847083323
4859.34483334515,227.80036074698523
4859.362828598081,231.9863624466145
4859.380823851013,235.84127684330616
4859.398819103944,239.05414162676686
4859.416814356876,241.49168613717364
4859.434809609807,243.15975828700556
4859.452804862739,244.0952694065191
4859.4708001156705,244.291195948049
4859.488795368602,243.6845798397698
4859.506790621534,242.16120767840926
4859.524785874465,239.52117691312003
4859.542781127397,235.40959176823418
4859.560776380328,229.28995134105568
4859.57877163326,220.54634025334093
4859.596766886191,208.71246508949125
4859.614762139123,193.71501696065732
4859.632757392054,176.00478791917962
4859.650752644986,156.545688326936
4859.6687478979175,136.7245327771554
4859.686743150849,118.23769021645445
4859.7047384037805,102.93657667336825
4859.722733656712,92.57650326881785
4859.740728909644,88.47001609390055
4859.758724162575,91.15227567844182
4859.776719415507,100.21846356743445
4859.794714668438,114.42658151233675
4859.81270992137,132.01392120340137
4859.830705174301,151.06946732725612
4859.848700427233,169.82305566898975
4859.866695680164,186.82085050603627
4859.884690933096,201.03881445713756
4859.9026861860275,211.96912141039942
4859.920681438959,219.64263140608318
4859.938676691891,224.5277428803431
4859.956671944822,227.3147569669535
4859.974667197754,228.67957913330088
4859.992662450685,229.12086389506487
4860.010657703617,228.88914093888533
4860.028652956548,227.97337608062338
4860.04664820948,226.13080133755523
4860.064643462411,222.98831729956487
4860.082638715343,218.23160088796274
4860.100633968274,211.82313568381426
4860.118629221206,204.12744902036098
4860.1366244741375,195.85321098974006
4860.154619727069,187.8443150578641
4860.172614980001,180.86267193390609
4860.190610232932,175.4931871013414
4860.208605485864,172.16864153892783
4860.226600738795,171.1931718301338
4860.244595991727,172.66625946560305
4860.262591244658,176.34866161721857
4860.28058649759,181.61470444053558
4860.298581750521,187.59155354564186
4860.316577003453,193.43625697563374
4860.3345722563845,198.58381747995412
4860.352567509316,202.8177849951764
4860.370562762248,206.15272350299782
4860.388558015179,208.65533734693742
4860.406553268111,210.3474736425493
4860.424548521042,211.2273043243449
4860.442543773974,211.33564213123054
4860.460539026905,210.7860891886024
4860.478534279837,209.74434215278387
4860.496529532768,208.3899927889588
4860.5145247857,206.88850257132128
4860.532520038631,205.37752239461582
4860.550515291563,203.96243391370152
4860.5685105444945,202.71718377443344
4860.586505797426,201.68659580512684
4860.604501050358,200.88591555862
4860.622496303289,200.29650137867804
4860.640491556221,199.86196118737593
4860.658486809152,199.49169215989107
4860.676482062084,199.0748419929687
4860.694477315015,198.498351935899
4860.712472567947,197.65621186342372
4860.730467820878,196.44293749633883
4860.74846307381,194.74122265434582
4860.7664583267415,192.42470555624033
4860.784453579673,189.383908440666
4860.802448832605,185.55430780179597
4860.820444085536,180.917322351511
4860.838439338468,175.47950264201825
4860.856434591399,169.27326056101637
4860.874429844331,162.40425934695608
4860.892425097262,155.1067461172492
4860.910420350194,147.73848195254612
