times
57046.608976999996
57046.704634
57047.59251
57047.643237000004
57047.718951999996
57048.593876
57048.678525999996
57049.62411699999
57049.673525
57050.589278
57050.620052
57050.72175
57051.590477
57051.65102999999
57051.719361
57052.611836000004
57052.652216999995
57052.72635700001
57057.59521
57057.625521
57057.686409
57058.54474600001
57058.58175800001
57058.640876
57058.694924
57059.626508
57059.682975
57477.553446000005
57478.514867
59603.675083
59604.656486
59608.678605999994
59610.634705
