star,period,gls,shape,shift,residual_gls,residual_shape,residual_shift
alfUMi,3.9720129999999996,3.9722987728217634,367.1921573483664,3.9708507902800303,0.0002857728217637856,363.2201443483664,-0.001162209719969276
delCep,5.366267,5.36622989119782,5.36622989119782,5.3699144041196805,-3.7108802179552924e-05,-3.7108802179552924e-05,0.003647404119680786
RRLyr,0.5667770000000001,0.5667649929066454,0.5667649929066454,0.5667649929066454,-1.200709335469341e-05,-1.200709335469341e-05,-1.200709335469341e-05
SZCas,13.638960999999998,13.639505921450114,12.247342041369922,11.10963139956933,0.000544921450115865,-1.391618958630076,-2.5293296004306676
SZTau,3.148432,3.148739032447403,3.148739032447403,3.148739032447403,0.0003070324474028219,0.0003070324474028219,0.0003070324474028219
TUCas,2.139298,2.199876003871216,2.139377141269919,0.6066154644084578,0.06057800387121581,7.914126991881432e-05,-1.5326825355915423
V1154Cyg,4.925416,4.924942239999992,4.925584009903561,1.2555698951004794,-0.0004737600000082054,0.0001680099035610283,-3.669846104899521
zetGem,10.149531,10.147952701475043,10.147952701475043,0.9247456951929828,-0.0015782985249561676,-0.0015782985249561676,-9.224785304807018
