star,gls,shape,shift
ASASJ103158-5814.7,1.1191657809042086,0.9970205224616283,1.1191657809042086
BGCru,3.3423978622264165,3.3428467472468606,3.3423978622264165
QZNor,3.7865403931740618,990.5860135714283,3.7865403931740618
RCru,5.826408814065731,5.826408814065731,1.203165863787375
V0391Cen,4.373854555854665,4.370913160726316,4.373854555854665
V1048Cen,0.9203068380320676,nan,0.9175172609534363
V1210Cen,4.498667351351417,nan,0.8080130679611769
zetGem,1.5860614526288048,5.084326250247874,10.652371117573754
