star,period,gls,shape,shift,residual_gls,residual_shape,residual_shift
ASASJ103158-5814.7,1.1192,1.1191657809042086,,1.1191657809042086,-3.421909579137683e-05,,-3.421909579137683e-05
BGCru,3.34254,3.3423978622264165,3.3428467472468606,3.3423978622264165,-0.0001421377735835172,0.0003067472468605281,-0.0001421377735835172
QZNor,3.786811,3.7865403931740618,3.7870573975969415,3.7865403931740618,-0.0002706068259383798,0.000246397596941339,-0.0002706068259383798
RCru,5.82568,5.826408814065732,5.826408814065732,5.826408814065732,0.0007288140657317754,0.0007288140657317754,0.0007288140657317754
V1048Cen,0.9224049999999999,0.9203068380320676,,0.9200525393755236,-0.0020981619679323327,,-0.00235246062447636
V1210Cen,4.317,4.498667351351417,110.9671280000015,0.8080130679611769,0.18166735135141643,106.6501280000015,-3.508986932038823
zetGem,10.149531,0.9976753805447479,5.014718810874246,10.656798536990866,-9.151855619455251,-5.134812189125753,0.5072675369908666
