star,gls,shape,shift
delCep,5.36622989119782,5.36622989119782,5.367282093137271
alfUMi,3.9722987728217634,371.3647955000525,3.9713333338199845
RRLyr,0.5667649929066454,0.5667649929066454,0.5667649929066454
SZCas,13.639505921450112,13.639505921450112,12.243190399999966
SZTau,3.148739032447403,3.148739032447403,3.1485646933170974
TUCas,2.199876003871216,2.139573603654901,0.6459711311134536
V1154Cyg,4.924942239999992,4.924942239999992,1.2555281901282114
zetGem,10.147952701475045,10.15032927119436,10.152706954321838
