star,period,gls,shape,shift,residual_gls,residual_shape,residual_shift
alfUMi,3.9720129999999996,3.9722987728217634,60.184349915294,3.971333333819985,0.0002857728217637856,56.212336915294,-0.000679666180014582
delCep,5.366267,5.36622989119782,5.36622989119782,5.366755940594076,-3.7108802179552924e-05,-3.7108802179552924e-05,0.0004889405940762259
RRLyr,0.5667770000000001,0.5667649929066454,0.5667649929066454,,-1.200709335469341e-05,-1.200709335469341e-05,
SZCas,13.638960999999998,13.639505921450114,12.243190399999964,11.10963139956933,0.000544921450115865,-1.3957706000000343,-2.5293296004306676
SZTau,3.148432,3.148739032447403,3.148564693317097,3.148564693317097,0.0003070324474028219,0.00013269331709686583,0.00013269331709686583
TUCas,2.139298,2.199876003871216,2.1394753679522545,1.548561812967336,0.06057800387121581,0.0001773679522543148,-0.5907361870326642
V1154Cyg,4.925416,4.924942239999992,4.925584009903561,4.924300637311092,-0.0004737600000082054,0.0001680099035610283,-0.001115362688908661
zetGem,10.149531,10.147952701475043,10.150329271194359,10.152706954321838,-0.0015782985249561676,0.0007982711943590459,0.003175954321838148
