star,period,gls,shape,shift,residual_gls,residual_shape,residual_shift
ASASJ103158-5814.7,1.1192,1.1191657809042086,1.002242742072483,1.1191657809042086,-3.421909579137683e-05,-0.11695725792751688,-3.421909579137683e-05
BGCru,3.34254,3.3423978622264165,3.0083196615905394,3.3423978622264165,-0.0001421377735835172,-0.33422033840946064,-0.0001421377735835172
QZNor,3.786811,3.7865403931740618,3.7870573975969415,3.7865403931740618,-0.0002706068259383798,0.000246397596941339,-0.0002706068259383798
RCru,5.82568,5.826408814065732,5.826408814065732,1.2031087632290822,0.0007288140657317754,0.0007288140657317754,-4.622571236770918
V1048Cen,0.9224049999999999,0.9203068380320676,,0.9175172609534364,-0.0020981619679323327,,-0.004887739046563477
V1210Cen,4.317,4.498667351351417,41.098936296296884,0.8099790364963622,0.18166735135141643,36.781936296296884,-3.507020963503638
zetGem,10.149531,0.9976753805447479,5.198754517437148,10.652371117573754,-9.151855619455251,-4.950776482562851,0.5028401175737542
