times
55816.5128733
55816.5169472
55817.57103759999
55817.5751112
55818.5684643
55818.5725388
55819.556672599996
55819.5621961
55894.561753400005
55894.567908000005
55895.5853994
55895.5915836
55896.455337800006
55896.459409899995
55897.4066431
55897.4110194
55898.409175600005
55898.4201883
55899.327186
55899.33889
55899.412445
55899.4211535
55900.336658099994
55900.3488954
56275.3737485
56275.4039801
56275.456177199994
56276.366249599996
56276.43594149999
56276.49033080001
56277.3445849
56277.444948300006
56277.4911755
56278.3565804
56278.448368499994
56278.51451719999
56279.35271819999
56279.4171375
56279.4819738
56280.334989400006
56280.4045576
56280.496449599996
56282.3481543
56282.426620000006
56282.493953499994
56283.33781930001
56284.33410269999
56284.4204398
56284.4785181
58032.56848709999
58067.520754900004
58070.5082875
58071.4116138
58072.458726
58076.55292080001
58077.48695569999
58141.337116400005
58142.3758031
58144.395012099994
58145.367315699994
58146.401549
