3866.82 0.943261
3866.84 0.93483297
3866.86 0.92621338
3866.88 0.91516848
3866.9 0.89944398
3866.92 0.87625834
3866.94 0.84248399
3866.96 0.79527938
3866.98 0.73439897
3867 0.66629705
3867.02 0.60660454
3867.04 0.57532962
3867.06 0.58482108
3867.08 0.63068164
3867.1 0.69524739
3867.12 0.75970867
3867.14 0.81298238
3867.16 0.8522483
3867.18 0.87909768
3867.2 0.89621766
3867.22 0.90608726
3867.24 0.91096381
3867.26 0.91309301
3867.28 0.91449805
3867.3 0.91652415
3867.32 0.91980288
3867.34 0.92465166
3867.36 0.93117416
3867.38 0.93892251
3867.4 0.94686131
3867.42 0.95391465
3867.44 0.95949518
3867.46 0.96355094
3867.48 0.96630497
3867.5 0.9680176
3867.52 0.96887722
3867.54 0.96898835
3867.56 0.96843045
3867.58 0.96734927
3867.6 0.96598083
3867.62 0.96452814
3867.64 0.96297948
3867.66 0.96106407
3867.68 0.95838381
3867.7 0.95454939
3867.72 0.94917743
3867.74 0.94176596
3867.76 0.9315106
3867.78 0.91707357
3867.8 0.89635966
3867.82 0.86663948
3867.84 0.8257033
3867.86 0.7741783
3867.88 0.71701228
3867.9 0.66104762
3867.92 0.60989926
3867.94 0.56324177
3867.96 0.52372733
3867.98 0.5025883
3868 0.51353026
3868.02 0.55980332
3868.04 0.62961281
3868.06 0.70454602
3868.08 0.77067716
3868.1 0.82259974
3868.12 0.86092364
3868.14 0.8884855
3868.16 0.90814417
3868.18 0.92211607
3868.2 0.93202714
3868.22 0.93911443
3868.24 0.94430365
3868.26 0.9481405
3868.28 0.95075879
3868.3 0.95202848
3868.32 0.95180366
3868.34 0.95010039
3868.36 0.94712396
3868.38 0.94318662
3868.4 0.9386763
3868.42 0.93417401
3868.44 0.93050387
3868.46 0.92849679
3868.48 0.92868945
3868.5 0.93119792
3868.52 0.93561669
3868.54 0.94096475
3868.56 0.94601911
3868.58 0.94992124
3868.6 0.95245829
3868.62 0.95379572
3868.64 0.95405
3868.66 0.95311423
3868.68 0.95074922
3868.7 0.94671678
3868.72 0.94081925
3868.74 0.93283139
3868.76 0.92231604
3868.78 0.90835025
3868.8 0.88928355
3868.82 0.8626315
3868.84 0.82516618
3868.86 0.77357878
3868.88 0.70665706
3868.9 0.62944923
3868.92 0.55686195
3868.94 0.51082362
3868.96 0.50863373
3868.98 0.55091187
3869 0.62131363
3869.02 0.69819909
3869.04 0.76631255
3869.06 0.81996478
3869.08 0.85978723
3869.1 0.88869965
3869.12 0.90968079
3869.14 0.92506536
3869.16 0.93651272
3869.18 0.94515867
3869.2 0.9517731
3869.22 0.95687933
3869.24 0.96083495
3869.26 0.96388729
3869.28 0.96621593
3869.3 0.96796376
3869.32 0.9692479
3869.34 0.97015064
3869.36 0.97070944
3869.38 0.97092238
3869.4 0.97076178
3869.42 0.97018173
3869.44 0.96911644
3869.46 0.96747157
3869.48 0.96510818
3869.5 0.96182144
3869.52 0.95732909
3869.54 0.95131025
3869.56 0.94355465
3869.58 0.93420654
3869.6 0.92389733
3869.62 0.91352897
3869.64 0.90385619
3869.66 0.89533729
3869.68 0.88830025
3869.7 0.88284223
3869.72 0.8781775
3869.74 0.87208437
3869.76 0.86120452
3869.78 0.84191679
3869.8 0.81087256
3869.82 0.76507362
3869.84 0.70269278
3869.86 0.62605572
3869.88 0.54594419
3869.9 0.48229848
3869.92 0.45623372
3869.94 0.47696982
3869.96 0.53580567
3869.98 0.61321429
3870 0.69093736
3870.02 0.75839899
3870.04 0.8121175
