times
55816.4696271
55816.4709196
55816.472220899996
55817.5106675
55817.511961300006
55818.4940936
55818.49538380001
55818.49667459999
55819.497269199994
55819.498563600006
55819.499853400004
55896.4027821
55896.403723899995
55896.404664999995
55897.342051499996
55897.342999099994
55897.3439401
55898.350716400004
55898.3516896
55898.35266030001
55899.3649025
55899.365853100004
55899.3668056
55900.3872186
55900.388863199994
55900.390849300005
55901.4280944
55901.4297394
55901.4319009
56275.326762699995
56275.37925599999
56275.43497640001
56276.397926900005
56276.44895630001
56277.3287611
56277.42235850001
56277.4560197
56278.3421204
56278.38004140001
56278.43829780001
56279.32514349999
56279.3603922
56279.407130299995
56280.32164219999
56280.36014909999
56280.3943282
56282.3334128
56282.416576999996
56283.3233566
56283.38501340001
56283.420334200004
56284.3246076
56284.373534599996
56284.4039608
56545.347457300006
56545.391088699995
56545.4549003
56545.549422599994
56545.672021599996
56545.758922099994
56546.356925199994
56546.4280766
56546.4892046
56546.63482109999
56546.6690334
56546.7462857
56547.3506385
56547.381042400004
56547.439142999996
56547.4951815
56548.43582409999
56548.508517999995
56548.6424114
56549.37334330001
56549.473578
56549.53157100001
56549.596815499994
56549.6564916
56549.7521967
56550.350463999996
56550.40353049999
56550.5214263
56550.618784800005
56550.669452400005
56550.75934959999
56551.3505919
56551.356332
56551.430778999995
56551.539446899995
56551.6247995
56551.755375600005
56552.3515717
56552.4217082
56552.718441699995
56553.3576579
56553.4032617
56553.5955084
56553.6478316
56553.752955699994
56554.3485373
56554.3886811
56554.465239
56554.5827191
56554.700056400005
56554.750548300006
56855.6654684
56856.4791582
56857.55299319999
56857.7005905
56858.550566499995
56858.6987704
56859.5500883
56859.694975900005
56860.5546773
56860.690607200006
56861.554690100005
56861.6914954
56862.5569638
56862.68573130001
56864.5640811
56864.6763229
56865.576542999996
56865.67267380001
56866.5720553
56866.669265
56866.7232717
56919.43546950001
56919.693366600004
56920.359273199996
56920.66986369999
56921.352040900005
56921.6937415
56922.350765400006
56922.6774809
56923.3554316
56923.67213480001
56927.34656240001
56927.677437900005
56929.340591299995
56929.653005299995
57061.311227900005
57061.32093709999
57061.330357700004
57120.75884419999
57121.74360190001
57122.688279999995
57123.74711519999
57124.743913900005
57125.719959099995
57126.7329468
57127.7517426
57178.6217596
57178.6988322
57179.6287411
57180.62955730001
57180.703963600004
57181.6305714
57181.71463119999
57182.6477609
57183.6027973
57183.7051588
57184.58908400001
57184.5920023
57184.594896
57184.5977893
57184.60068330001
57184.6035778
57184.60647209999
57184.609366
57184.61226
57184.615154499996
57184.6180484
57184.6329041
57184.6357981
57184.63869199999
57184.6415862
57184.644479999995
57184.647374
57184.6502681
57184.653162300005
57184.6560564
57184.658950900004
57184.6618447
57184.664739199994
57184.6676331
57184.6705276
57184.676316
57184.679210300004
57184.682104199994
57184.6849984
57184.687892199996
57184.69316919999
57184.6960627
57184.6989561
57184.7018506
57184.704744500006
57184.707638199994
57185.5908765
57185.7235394
57186.592262900005
57186.7215222
57188.613728100005
57286.44349859999
57287.37586830001
57289.6350454
57290.66061390001
57291.3645347
57293.44618309999
57567.524480800006
57567.595638900006
57567.683952900006
57568.5039914
57568.621332500006
57568.6989278
57569.491302400005
57569.608996899995
57569.686405299995
57571.5235931
57572.5220844
57572.6368045
57572.6915069
57573.539838100005
57573.6548632
57573.71078130001
57574.5819555
57574.690001999996
57626.531501
57627.527172
57628.5059531
57629.512415100005
57630.5112261
57631.5485346
57632.563702199994
57636.5434272
57994.569903100004
57995.48721240001
57998.528574699994
57999.4277658
58000.450075600005
58001.4311127
58002.44187439999
58003.43451290001
58025.592698399996
58026.5358539
58027.475040100006
58031.60523380001
58032.515422000004
58033.431476800004
58035.565657700005
58067.4593646
58067.4613319
58070.485412400005
58071.355164199995
58072.447852
58073.4397676
58074.373099300006
58077.4412783
58141.320841400004
58142.36375669999
58143.3167571
58144.325848099994
58145.3151341
58146.320953400005
58239.693226999996
58241.70002230001
58242.738709599995
58243.7168127
58245.67480469999
58246.6787857
58247.6592472
58377.6642017
58378.423182599996
58379.572512800005
58380.591423699996
58381.5000485
58382.42218740001
58383.5621155
58384.532141699994
58385.523690199996
58437.38533169999
58438.4523617
58439.4275831
58443.3806602
58549.7813635
58551.78452919999
58552.7841344
58553.7834946
